BoroCT2010,RE80_Quad,IE80_Quad,CE80_Quad,RE90_Quad,IE90_Quad,CE90_Quad,RE00_Quad,IE00_Quad,CE00_Quad,RE10_Quad,IE10_Quad,CE10_Quad,RE11_Quad,IE11_Quad,CE11_Quad,RE12_Quad,IE12_Quad,CE12_Quad,RE13_Quad,IE13_Quad,CE13_Quad,RE14_Quad,IE14_Quad,CE14_Quad,RE15_Quad,IE15_Quad,CE15_Quad,RE16_Quad,IE16_Quad,CE16_Quad
4011200,3,3,3,1,3,3,1,3,3,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
4011300,0,3,3,0,3,3,0,3,3,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1
4011400,3,3,3,0,3,3,1,3,3,1,0,2,2,0,2,1,2,2,1,0,2,1,0,1,1,2,1,1,0,2
4011500,0,3,3,0,3,3,0,3,3,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4011600,0,3,3,1,3,3,1,3,3,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
4011700,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4011900,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4012100,0,3,3,0,3,3,0,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
4012400,0,3,3,1,3,3,1,3,3,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1
4012601,0,3,3,0,3,3,1,3,3,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
4012602,0,3,3,0,3,3,1,3,3,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0
4012800,0,3,3,0,3,3,1,3,3,1,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4013000,0,3,3,0,3,3,1,3,3,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4013600,0,3,3,0,3,3,1,3,3,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1
4014000,0,3,3,1,3,3,1,3,3,1,0,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1
4014300,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4014500,0,3,3,0,3,3,0,3,3,0,2,2,0,1,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
4014700,0,3,3,2,3,3,1,3,3,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,0,1,1,0,0,1
4014900,0,3,3,0,3,3,0,3,3,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
4015300,0,3,3,1,3,3,1,3,3,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
4015400,1,3,3,1,3,3,1,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
4015600,1,3,3,1,3,3,1,3,3,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4015802,1,3,3,1,3,3,1,3,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4016100,0,3,3,0,3,3,1,3,3,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0
4016400,1,3,3,1,3,3,1,3,3,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1
4016600,1,3,3,1,3,3,1,3,3,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1
4016800,1,3,3,1,3,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4017200,0,3,3,0,3,3,0,3,3,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
4018000,0,3,3,0,3,3,0,3,3,1,0,1,1,0,2,1,0,1,1,0,1,1,1,1,1,1,1,1,2,1
4018501,1,3,3,1,3,3,1,3,3,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
4018502,1,3,3,1,3,3,1,3,3,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
4019000,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4023000,1,3,3,1,3,3,1,3,3,1,0,1,1,0,1,1,0,1,1,2,1,1,0,1,1,2,2,1,2,2
4023200,1,3,3,1,3,3,1,3,3,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
4024700,1,3,3,1,3,3,1,3,3,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0
4025900,1,3,3,1,3,3,1,3,3,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
4026100,1,3,3,1,3,3,1,3,3,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4026600,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0
4026901,1,3,3,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4026902,1,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4027000,3,3,3,3,3,3,3,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4027100,1,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4027200,3,3,3,3,3,3,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4027300,1,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4027400,3,3,3,3,3,3,3,3,3,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0
4027500,1,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4027700,1,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4027900,1,3,3,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4028000,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0
4028100,1,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4028200,3,3,3,3,3,3,3,3,3,3,0,3,3,4,3,3,4,3,3,3,3,3,3,3,3,4,3,3,4,3
4028300,1,3,3,1,3,3,1,3,3,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
4028500,1,3,3,1,3,3,1,3,3,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0
4028700,0,3,3,1,3,3,1,3,3,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1
4028900,1,3,3,1,3,3,1,3,3,1,2,2,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
4030903,1,3,3,1,3,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4032700,1,3,3,1,3,3,1,3,3,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
4032900,1,3,3,1,3,3,1,3,3,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1
4033700,1,3,3,1,3,3,1,3,3,0,1,1,0,1,1,0,1,2,0,1,2,0,1,0,0,1,0,0,0,0
4033900,1,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4035100,1,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4035300,1,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4036100,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4036300,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4037500,1,3,3,0,3,3,0,3,3,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0
4037700,0,3,3,0,3,3,0,3,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0
4037900,0,3,3,0,3,3,0,3,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0
4038400,0,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3
4039400,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0
4039900,0,3,3,0,3,3,0,3,3,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4040000,3,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,3,0,0
4040100,1,3,3,1,3,3,0,3,3,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,3,0,0
4040200,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0
4040300,1,3,3,0,3,3,0,3,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,3,3,0,0
4041100,1,3,3,1,3,3,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4041300,1,3,3,1,3,3,0,3,3,3,0,4,4,0,4,3,0,4,4,0,4,3,0,4,3,0,3,3,0,3
4041500,1,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,3,0,0
4043400,3,3,3,3,3,3,3,3,3,3,0,0,3,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0
4044301,1,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4044302,1,3,3,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4044602,1,3,3,1,3,3,1,3,3,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
4044800,1,3,3,1,3,3,1,3,3,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
4045700,1,3,3,1,3,3,1,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4045900,1,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4046100,1,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4046700,1,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4046900,1,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4048100,1,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4048300,1,3,3,1,3,3,1,3,3,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
4048900,0,3,3,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1
4049500,3,3,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
4049600,1,3,3,1,3,3,0,3,3,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
4050201,0,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
4050202,0,3,3,3,3,3,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4050400,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0
4050600,3,3,3,3,3,3,3,3,3,3,0,4,3,0,0,3,0,0,3,0,0,3,0,4,3,0,0,3,0,0
4050800,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,3,3,0,4,0,0,0
4051000,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0
4051200,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4051800,3,3,3,3,3,3,3,3,3,3,0,0,3,0,3,3,0,0,3,0,3,3,0,3,3,0,3,3,0,0
4052000,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0
4052400,3,3,3,3,3,3,3,3,3,3,0,3,3,0,0,3,0,0,3,1,0,3,0,0,3,0,0,3,0,0
4052500,3,3,3,0,3,3,0,3,3,3,3,3,3,4,3,3,4,4,0,0,0,0,0,0,3,0,0,0,0,0
4052600,3,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,1,0,3,0,0,3,0,0,3,0,0
4053000,3,3,3,3,3,3,3,3,3,3,0,4,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3
4053200,3,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0
4053601,0,3,3,3,3,3,3,3,3,4,0,0,4,0,0,4,0,0,4,0,0,3,2,0,0,1,0,0,0,0
4054000,1,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4054200,1,3,3,1,3,3,1,3,3,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
4054500,0,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1
4054700,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
4054900,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4055100,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4055300,0,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4055600,1,3,3,1,3,3,1,3,3,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
4055800,0,3,3,1,3,3,1,3,3,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
4058300,3,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4058500,3,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4058700,3,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4058900,3,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
4059100,3,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1
4059300,3,3,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1
4059400,0,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,0,3,0,3
4059600,0,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3
4059800,0,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,0,3,0,0
4059900,3,3,3,3,3,3,0,3,3,0,4,0,3,4,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0
4060000,0,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3
4060600,0,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3
4060800,0,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3
4061400,0,3,3,0,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3
4062700,3,3,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4065702,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,4,4,3,4,4,3,4,4,3,4,4
4065703,3,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,4,4,3,0,4,3,0,0,3,4,3
4065900,3,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3
4066000,0,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4066100,3,3,3,3,3,3,3,3,3,3,1,0,3,1,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0
4066701,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,3,4,3,3,4,4,3,4,4,3,4,4,3,4,4
4067100,0,3,3,0,3,3,0,3,3,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
4067700,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,4,3,3,4,3
4067900,4,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4069300,0,3,3,0,3,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4069500,0,3,3,0,3,3,1,3,3,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
4069701,0,3,3,0,3,3,1,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4069702,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4071304,0,3,3,0,3,3,0,3,3,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1
4071306,0,3,3,0,3,3,0,3,3,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
4071900,1,3,3,1,3,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
4072100,0,3,3,0,3,3,0,3,3,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1
4072900,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4073900,0,3,3,0,3,3,0,3,3,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
4074100,0,3,3,0,3,3,0,3,3,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
4074300,0,3,3,0,3,3,0,3,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4077904,1,3,3,1,3,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4077906,0,3,3,0,3,3,1,3,3,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
4079900,0,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4085300,1,3,3,1,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4086100,1,3,3,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4087100,1,3,3,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4092800,3,3,3,3,3,3,3,3,3,3,0,0,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3
4102900,3,3,3,3,3,3,0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4103300,3,3,3,0,3,3,0,3,3,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4103900,3,3,3,0,3,3,0,3,3,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,2,2,0,2,2
4105900,3,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4113900,3,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4114700,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4115700,0,3,3,1,3,3,1,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4116100,0,3,3,1,3,3,1,3,3,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
4117500,3,3,3,0,3,3,1,3,3,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1
4118100,0,3,3,0,3,3,0,3,3,0,1,1,0,1,1,0,1,1,0,1,1,0,2,2,0,2,1,0,0,0
4118500,0,3,3,1,3,3,1,3,3,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1
4118700,1,3,3,1,3,3,1,3,3,0,1,1,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0
4119100,0,3,3,0,3,3,1,3,3,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1
4119300,0,3,3,0,3,3,1,3,3,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1
4119500,0,3,3,0,3,3,1,3,3,1,1,1,1,2,1,0,2,2,0,0,2,0,0,1,0,1,1,0,1,1
4119900,0,3,3,1,3,3,1,3,3,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
4120300,0,3,3,1,3,3,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4120500,1,3,3,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4120700,3,3,3,0,3,3,0,3,3,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
4124100,0,3,3,1,3,3,1,3,3,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
4124700,0,3,3,0,3,3,1,3,3,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0
4129104,0,3,3,0,3,3,1,3,3,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
4133900,0,3,3,0,3,3,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4140901,0,3,3,0,3,3,1,3,3,2,0,1,1,0,1,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0
4140902,0,3,3,0,3,3,1,3,3,1,2,2,1,2,2,1,0,1,1,0,2,1,0,2,0,0,0,0,0,0
4145102,0,3,3,0,3,3,1,3,3,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0
4145900,3,3,3,0,3,3,1,3,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0
4157901,0,3,3,0,3,3,0,3,3,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4157902,0,3,3,0,3,3,0,3,3,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0
4157903,0,3,3,0,3,3,0,3,3,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0
4001800,3,3,3,0,3,3,1,3,3,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1
4002000,3,3,3,0,3,3,1,3,3,2,0,2,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,2
4020400,0,3,3,0,3,3,0,3,3,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,4,0,0,4,0
2002702,0,3,3,0,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,3,0,3,3,0,3,3,0,3,3
4003200,3,3,3,0,3,3,1,3,3,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
4112900,0,3,3,0,3,3,0,3,3,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0
4026700,1,3,3,1,3,3,1,3,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2036901,0,3,3,0,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,3,3,0,3,3,0,0,3,3,0,3
2036902,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,3,3,3,3,3,3,0,3,3,0,0,3,0,0,3
2038900,1,3,3,1,3,3,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,3,0,3,3,0,3,3
4047000,1,3,3,1,3,3,1,3,3,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
2023501,1,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,3,3,0,3,3,3,3,3
2016500,1,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,0,3,0,3,3,0,3,3
2040302,1,3,3,1,3,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3
2026702,1,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4048000,1,3,3,1,3,3,1,3,3,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
2023302,1,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,3,3,0,0,3
4018800,0,3,3,3,3,3,3,3,3,0,1,2,0,2,2,0,1,2,2,1,2,2,1,2,2,1,1,2,1,1
4019200,0,3,3,0,3,3,3,3,3,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
4017400,0,3,3,0,3,3,0,3,3,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
4017600,0,3,3,0,3,3,0,3,3,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1
4143500,0,3,3,0,3,3,1,3,3,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0
4121100,0,3,3,0,3,3,0,3,3,,,,,,,,,,,,,,,,,,,,,
4013800,0,3,3,1,3,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4028400,3,3,3,3,3,3,3,3,3,3,0,3,3,0,0,3,0,3,3,0,3,3,0,0,3,0,4,3,0,4
4058000,0,3,3,0,3,3,0,3,3,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
