BoroCT2010,RE80_Quad,IE80_Quad,CE80_Quad,RE90_Quad,IE90_Quad,CE90_Quad,RE00_Quad,IE00_Quad,CE00_Quad,RE10_Quad,IE10_Quad,CE10_Quad,RE11_Quad,IE11_Quad,CE11_Quad,RE12_Quad,IE12_Quad,CE12_Quad,RE13_Quad,IE13_Quad,CE13_Quad,RE14_Quad,IE14_Quad,CE14_Quad,RE15_Quad,IE15_Quad,CE15_Quad,RE16_Quad,IE16_Quad,CE16_Quad
3056600,3,3,3,3,3,3,0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3056800,3,3,3,3,3,3,0,3,3,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
3056900,0,3,3,0,3,3,3,3,3,3,1,0,3,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
3057000,3,3,3,3,3,3,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3057100,0,3,3,0,3,3,3,3,3,3,1,0,3,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
3057200,4,3,3,4,3,3,0,3,3,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0
3057300,0,3,3,0,3,3,0,3,3,0,0,0,0,1,0,3,1,0,0,0,0,0,1,0,3,1,0,0,1,0
3057400,3,3,3,3,3,3,0,3,3,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
3057600,3,3,3,0,3,3,0,3,3,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
3057800,0,3,3,0,3,3,0,3,3,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
3058000,0,3,3,0,3,3,0,3,3,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
3058600,0,3,3,0,3,3,0,3,3,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
3059100,0,3,3,0,3,3,0,3,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3059200,0,3,3,0,3,3,0,3,3,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
3059300,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3059401,3,3,3,0,3,3,0,3,3,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
3059402,3,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3059600,3,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3060000,3,3,3,0,3,3,0,3,3,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1
3061200,0,3,3,0,3,3,0,3,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0
3063200,3,3,3,3,3,3,0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3063600,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3063800,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0
3064000,3,3,3,3,3,3,3,3,3,3,2,0,3,2,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0
3064600,3,3,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3064800,3,3,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3065000,3,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3065200,3,3,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3065400,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3065600,3,3,3,3,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3065800,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3066000,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3067000,3,3,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3067200,3,3,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3067400,3,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3067600,3,3,3,4,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3067800,3,3,3,0,3,3,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3068000,3,3,3,3,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3068200,3,3,3,3,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3068600,3,3,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3068800,3,3,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3069000,3,3,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3069200,3,3,3,3,3,3,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3072800,0,3,3,0,3,3,0,3,3,3,0,0,3,0,0,3,0,0,3,0,4,3,0,0,3,0,3,3,0,3
3073400,0,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3073800,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0
3074000,0,3,3,1,3,3,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3074400,0,3,3,2,3,3,0,3,3,0,0,0,0,1,0,0,1,2,0,1,2,0,1,2,0,1,2,0,0,0
3074600,3,3,3,0,3,3,0,3,3,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
3074800,0,3,3,0,3,3,0,3,3,4,0,0,3,1,0,3,1,0,3,0,0,0,0,0,0,1,0,3,0,0
3075000,0,3,3,0,3,3,0,3,3,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0
3075200,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0
3075400,0,3,3,0,3,3,3,3,3,3,0,0,3,0,0,3,2,0,3,0,0,3,2,0,3,1,0,3,0,0
3075600,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,3,0,0,3,1,0,3,1,0,3,1,0,3,0,0
3076000,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0
3076200,0,3,3,0,3,3,0,3,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3076400,1,3,3,1,3,3,0,3,3,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1
3076800,0,3,3,0,3,3,0,3,3,4,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
3078400,0,3,3,0,3,3,3,3,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0
3079000,1,3,3,0,3,3,3,3,3,3,0,0,3,0,0,3,0,0,3,0,3,3,0,0,0,0,0,0,0,0
3079200,1,3,3,0,3,3,3,3,3,3,0,0,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,3,1,0
3079601,0,3,3,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3080000,0,3,3,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3080400,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3080600,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3081400,0,3,3,3,3,3,3,3,3,3,0,0,3,4,0,0,0,0,0,4,3,3,4,3,3,0,3,3,0,3
3081800,0,3,3,4,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
3082400,0,3,3,3,3,3,3,3,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0
3083200,0,3,3,3,3,3,3,3,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0
3083600,1,3,3,0,3,3,3,3,3,3,0,0,3,0,4,3,0,4,3,0,3,3,0,4,3,0,3,3,0,3
3083800,1,3,3,0,3,3,3,3,3,3,1,0,3,0,0,3,1,0,3,0,0,3,0,3,3,0,0,3,1,0
3084000,0,3,3,0,3,3,3,3,3,3,0,0,3,0,4,3,0,4,3,0,3,3,0,0,3,1,0,3,1,0
3084600,0,3,3,3,3,3,3,3,3,3,0,0,3,0,0,3,2,0,3,0,0,3,0,0,3,1,0,3,1,0
3084800,0,3,3,3,3,3,3,3,3,3,0,0,3,0,0,3,0,0,3,0,3,3,1,0,3,1,0,3,1,0
3085000,0,3,3,3,3,3,3,3,3,3,0,0,3,0,3,3,0,0,3,1,3,3,1,0,3,1,0,3,1,0
3086200,0,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,0,3,3,1,0,3,1,0,3,1,0
3086400,0,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,0,4,3,0,4,3,0,3,3,0,0
3086600,0,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,0
3086800,0,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,4
3087000,0,3,3,3,3,3,3,3,3,3,0,3,3,0,3,0,0,0,3,0,3,3,3,3,0,4,3,0,4,0
3087800,0,3,3,3,3,3,3,3,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3088600,0,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3
3088800,0,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3
3089000,0,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3
3089600,0,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3
3089800,0,3,3,0,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3
3090200,0,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,4
3091600,0,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3
3092400,0,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3
3092800,0,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,4,3,3,3,3,3,4,3
3093000,0,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3
3095400,3,3,3,4,3,3,0,3,3,3,4,0,3,4,0,3,4,0,3,4,3,3,4,3,3,4,3,3,4,3
3096400,3,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3,1,0
3096600,3,3,3,0,3,3,1,3,3,4,0,0,0,0,0,0,0,0,4,0,0,4,1,0,3,0,0,3,0,0
3096800,0,3,3,0,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,0,0
3097000,0,3,3,0,3,3,0,3,3,3,3,3,3,4,3,3,0,0,3,4,0,3,0,0,3,4,0,3,4,4
3098400,0,3,3,0,3,3,0,3,3,3,0,0,3,0,0,3,0,4,3,0,0,3,0,3,3,0,3,3,0,3
3098600,0,3,3,1,3,3,0,3,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,3,3,0,0,3,0,3
3099200,3,3,3,3,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3099400,3,3,3,3,3,3,0,3,3,3,0,0,3,0,0,3,0,0,0,0,0,3,1,0,3,1,0,3,2,0
3099600,3,3,3,3,3,3,0,3,3,3,0,3,3,0,0,3,0,0,3,0,0,3,2,0,3,1,0,3,0,0
3100400,3,3,3,3,3,3,0,3,3,3,0,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,3,0,0
3100600,3,3,3,3,3,3,0,3,3,3,0,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0
3100800,3,3,3,3,3,3,1,3,3,4,0,0,4,0,0,4,0,0,4,0,0,3,0,0,3,0,0,3,0,0
3101000,3,3,3,0,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
3101400,0,3,3,0,3,3,0,3,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0
3101600,0,3,3,0,3,3,0,3,3,3,2,0,3,0,0,3,0,0,3,0,0,3,0,0,3,2,0,3,0,0
3102000,3,3,3,0,3,3,2,3,3,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,0,0
3102400,3,3,3,0,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
3102600,3,3,3,3,3,3,0,3,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,1,0,3,0,0
3111000,0,3,3,0,3,3,0,3,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,3,3,0,0,3,0,0
3112400,0,3,3,0,3,3,0,3,3,3,0,4,3,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0
3112600,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,3,3,0,3,3,0,3,3,0,0,3,0,3
3112800,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,3,0,0,3,0,3,3,0,3,3,0,0,3,0,0
3113000,0,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3
3113400,0,3,3,0,3,3,0,3,3,0,0,3,0,3,3,0,3,3,0,3,3,0,3,3,3,3,3,3,3,3
3114600,1,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3115000,1,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
3115200,1,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3115600,0,3,3,0,3,3,0,3,3,0,0,3,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
3116000,0,3,3,0,3,3,0,3,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
3116200,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3116400,1,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3117000,1,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3117201,1,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3117202,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3119400,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0
2002701,0,3,3,0,3,3,0,3,3,0,3,3,0,0,3,0,3,3,0,0,3,0,3,3,0,0,3,0,0,3
2003300,0,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,0,0,3,0,0,3
2003500,0,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,0,3,3,0,0,3
2003700,0,3,3,0,3,3,0,3,3,0,3,3,3,0,3,0,3,3,0,3,3,4,3,3,0,3,3,0,0,3
2003800,1,3,3,0,3,3,0,3,3,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,3
2004001,1,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004400,1,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0
2004800,0,3,3,0,3,3,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3
2006800,1,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2007000,1,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008900,0,3,3,0,3,3,0,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3
2012101,0,3,3,0,3,3,0,3,3,0,3,3,0,4,3,0,4,3,0,3,3,0,3,3,0,0,3,0,0,3
2012500,0,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
2012701,0,3,3,0,3,3,0,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2013100,0,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
2014300,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
2016200,3,3,3,3,3,3,0,3,3,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0
,,,,,,,0,3,3,0,3,3,0,3,3,3,3,3,3,3,3,,,,,,,,,
2016600,3,3,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017500,1,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,3,3,0,3,3,0,0,3
2017701,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,4,3,0,3,3,0,3,3,0,3,3
2017901,1,3,3,0,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,3,0,3,3,0,0,3,0,0,3
2017902,1,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,3,3,0,3,0,3,3,0,0,3,0,0,3
2018101,1,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
2020200,0,3,3,1,3,3,1,3,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2020400,0,3,3,1,3,3,1,3,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2020601,0,3,3,1,3,3,1,3,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021601,1,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022102,1,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,3,3,0,0,3,0,0,3
2022300,1,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,3,0,0,3,4,0,3,3,0,3,3,0,3
2023200,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023600,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023703,1,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,0,3,0,0,3,3,0,3,0,0,3,3,0,3
2024300,1,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,3,3,3,3,3,3,3,3
2024600,3,3,3,0,3,3,1,3,3,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1
2025000,3,3,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,1,0,1
2025200,3,3,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2025400,3,3,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2028700,0,3,3,0,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028800,3,3,3,3,3,3,0,3,3,0,0,0,0,1,1,0,0,1,0,0,1,2,0,1,1,0,1,1,0,2
2030100,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031200,0,3,3,0,3,3,1,3,3,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0
2031400,0,3,3,0,3,3,1,3,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1
2033000,0,3,3,1,3,3,1,3,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2036000,0,3,3,0,3,3,0,3,3,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1
2036502,0,3,3,0,3,3,0,3,3,0,4,3,0,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3
2036800,1,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037000,1,3,3,1,3,3,0,3,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2037200,1,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038700,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,3,3,0,0,3,0,0,3
2039200,1,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039400,1,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039600,0,3,3,0,3,3,3,3,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0
2039800,0,3,3,0,3,3,3,3,3,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,0,0
2039902,1,3,3,0,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,3,0,3,3,0,0,3,0,0,3
2040100,1,3,3,0,3,3,0,3,3,0,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,3,0,3
2040303,1,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040304,1,3,3,1,3,3,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040400,0,3,3,0,3,3,3,3,3,3,0,0,3,0,0,3,0,0,3,0,3,0,0,0,3,0,0,3,0,0
2040501,1,3,3,1,3,3,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2040502,1,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040600,1,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2040701,1,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042200,1,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042300,1,3,3,1,3,3,1,3,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2042400,1,3,3,0,3,3,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042800,1,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
2042902,0,3,3,1,3,3,1,3,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2043000,1,3,3,1,3,3,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2043400,1,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2043600,1,3,3,1,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000200,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4001000,3,3,3,0,3,3,1,3,3,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0
4001400,3,3,3,0,3,3,1,3,3,0,1,1,1,0,1,1,1,1,0,0,2,0,0,0,0,1,1,0,0,0
4001600,3,3,3,0,3,3,1,3,3,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1
4002800,3,3,3,0,3,3,1,3,3,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
4003100,0,3,3,1,3,3,1,3,3,0,3,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0
4003800,3,3,3,0,3,3,1,3,3,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
4003900,0,3,3,0,3,3,0,3,3,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0
4005100,1,3,3,1,3,3,1,3,3,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
4006502,0,3,3,0,3,3,1,3,3,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1
4007300,0,3,3,1,3,3,1,3,3,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
4007900,0,3,3,1,3,3,1,3,3,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1
4009400,3,3,3,0,3,3,1,3,3,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1
4010200,0,3,3,1,3,3,1,3,3,1,0,1,1,0,1,1,0,1,1,2,1,1,2,1,1,1,1,1,2,1
4010400,0,3,3,1,3,3,1,3,3,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
4010600,0,3,3,1,3,3,1,3,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4011100,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,4,0
